player_name,rank_tier,lp,region_rank,match_history_ids
eunae#daph,Master,155.0,41.0,"SG2_41303576,SG2_41289285,SG2_41285267,SG2_41224531,SG2_41224219,SG2_41119913,SG2_41118432,SG2_41029249,SG2_41025106,SG2_41021670,SG2_41010745,SG2_40898220,SG2_40896173,SG2_40869592,SG2_40871162,SG2_40866631,SG2_40862943,SG2_40845910,SG2_40845310,SG2_40841800,SG2_40843291,SG2_40839651,SG2_40821244,SG2_40820557,SG2_40814991,SG2_40815202,SG2_40809452,SG2_40808630,SG2_40807112,SG2_40803692,SG2_40729221,SG2_40727902,SG2_40532900,SG2_40398539,SG2_40355775,SG2_40349036,SG2_40344601,SG2_40340517,SG2_40308988,SG2_40304939"
jerm#zuckr,Master,153.0,42.0,"SG2_41397324,SG2_41390908,SG2_41389384,SG2_41388037,SG2_41385298,SG2_41382502,SG2_41381226,SG2_41372082,SG2_41367710,SG2_41367094,SG2_41327447,SG2_41320422,SG2_41317188,SG2_41316305,SG2_41312815,SG2_41310581,SG2_41243288,SG2_41239588,SG2_41237488,SG2_41236498,SG2_41188843,SG2_41186030,SG2_41167685,SG2_41147421,SG2_41144912,SG2_41068366,SG2_41064190,SG2_41053817,SG2_41056045,SG2_41050705,SG2_41001470,SG2_41001232,SG2_40999653,SG2_40978551,SG2_40973184,SG2_40969512,SG2_40965667,SG2_40962069,SG2_40958006,SG2_40955380"
catharsis#5092,Master,153.0,43.0,"SG2_41144487,SG2_41137807,SG2_41135730,SG2_41130984,SG2_41132326,SG2_40807831,SG2_40800576,SG2_40403923,SG2_40401302,SG2_40396690,SG2_40396329,SG2_40282561,SG2_40241005,SG2_40227633,SG2_40228056,SG2_40180191,SG2_39915539,SG2_39911455,SG2_39900572,SG2_39866182,SG2_39862193,SG2_39834943,SG2_39809178,SG2_39802000,SG2_39802078,SG2_39792603,SG2_39790068,SG2_39789054,SG2_39776962,SG2_39777390,SG2_39772349,SG2_39769818,SG2_39767575,SG2_39745585,SG2_39737963,SG2_39739198,SG2_39680553,SG2_39658118,SG2_39652479,SG2_39641472"
frankenstein#888,Master,152.0,44.0,"SG2_40736093,SG2_40706116,SG2_40702096,SG2_40683178,SG2_40677935,SG2_40679371,SG2_40677070,SG2_40672912,SG2_40674321,SG2_40670924,SG2_40668662,SG2_40665990,SG2_40667491,SG2_40664706,SG2_40667183,SG2_40666051,SG2_40653523,SG2_40646392,SG2_40642545,SG2_40619892,SG2_40619641,SG2_40619452,SG2_40613934,SG2_40616256,SG2_40616176,SG2_40616028,SG2_40612859,SG2_40594946,SG2_40595265,SG2_40567520,SG2_40567250,SG2_40561822,SG2_40563100,SG2_40560031,SG2_40558007,SG2_40552325,SG2_40548573,SG2_40545646,SG2_40540963,SG2_40543187"
Jung Ji Hoon#0419,Master,152.0,45.0,"SG2_41432079,SG2_41428635,SG2_41428268,SG2_41362870,SG2_41363021,SG2_41292439,SG2_41289285,SG2_41197675,SG2_41195335,SG2_41137865,SG2_41126069,SG2_41029641,SG2_41026449,SG2_40976376,SG2_40928881,SG2_40910648,SG2_40863834,SG2_40859438,SG2_40854798,SG2_40856302,SG2_40855058,SG2_40818453,SG2_40815385,SG2_40764542,SG2_40760712,SG2_40758149,SG2_40702367,SG2_40700005,SG2_40699034,SG2_40692881,SG2_40691744,SG2_40687947,SG2_40643171,SG2_40637687,SG2_40609552,SG2_40610081,SG2_40564573,SG2_40562940,SG2_40557547,SG2_40555712"
Felia#1206,Master,149.0,46.0,"SG2_41352273,SG2_41273687,SG2_41240141,SG2_41183784,SG2_41118432,SG2_41064558,SG2_41012690,SG2_40960164,SG2_40896173,SG2_40841800,SG2_40795919,SG2_40503335,SG2_40496779,SG2_40180191,SG2_40115578,SG2_40080143,SG2_39967017,SG2_39866848,SG2_39865541,SG2_39860901,SG2_39858738,SG2_39855967,SG2_39854563,SG2_39851269,SG2_39848267,SG2_39839824,SG2_39802000,SG2_39473794,SG2_39473514,SG2_39471585,SG2_39468156,SG2_39465630,SG2_39461393,SG2_39458741,SG2_39458191,SG2_39452840,SG2_39453529,SG2_39454233,SG2_39446935,SG2_39444606"
Kusuo#1725,Master,145.0,47.0,"SG2_41437313,SG2_41436064,SG2_41431443,SG2_41430127,SG2_41406079,SG2_41199739,SG2_41196757,SG2_41192916,SG2_41190380,SG2_41185464,SG2_41144271,SG2_41140247,SG2_41109134,SG2_41105770,SG2_41064980,SG2_40953134,SG2_40884370,SG2_40866316,SG2_40845195,SG2_40843606,SG2_40798973,SG2_40799533,SG2_40755206,SG2_40744376,SG2_40739918,SG2_40735405,SG2_40730864,SG2_40729221,SG2_40727902,SG2_40677995,SG2_40668936,SG2_40669281,SG2_40580490,SG2_40573317,SG2_40570818,SG2_40470710,SG2_40301054,SG2_40187412,SG2_40000427,SG2_39932826"
Kayy#1321,Master,138.0,48.0,"SG2_41116643,SG2_40960810,SG2_40960164,SG2_40899527,SG2_40898220,SG2_40896173,SG2_40863234,SG2_40859454,SG2_40855913,SG2_40853558,SG2_40815202,SG2_40809750,SG2_40685388,SG2_40683898,SG2_40588257,SG2_40586824,SG2_40561266,SG2_40531946,SG2_40483737,SG2_40483303,SG2_40437099,SG2_40434716,SG2_40433325,SG2_40393614,SG2_40392310,SG2_40362191,SG2_40339959,SG2_40340517,SG2_40330611,SG2_40329394,SG2_40330151,SG2_40324932,SG2_40302699,SG2_40279857,SG2_40260603,SG2_40260119,SG2_40252993,SG2_40252642,SG2_40201166,SG2_40197804"
WNY KiWi#0129,Master,137.0,49.0,"SG2_41409794,SG2_41407108,SG2_41401296,SG2_41397324,SG2_41259948,SG2_41211257,SG2_41206686,SG2_41204560,SG2_41126510,SG2_41123795,SG2_41085156,SG2_41080476,SG2_41076671,SG2_41072724,SG2_41062443,SG2_41041536,SG2_41041230,SG2_40979951,SG2_40962569,SG2_40932117,SG2_40929234,SG2_40807831,SG2_40806174,SG2_40802513,SG2_40800576,SG2_40771487,SG2_40770020,SG2_40767294,SG2_40764620,SG2_40760805,SG2_40759106,SG2_40754461,SG2_40697048,SG2_40654221,SG2_40650555,SG2_40643861,SG2_40643171,SG2_40637687,SG2_40609552,SG2_40610081"
PotatoTomatoKing#6244,Master,128.0,50.0,"SG2_41417244,SG2_41416061,SG2_41344965,SG2_41341891,SG2_41337718,SG2_41336405,SG2_41329351,SG2_41326334,SG2_41323295,SG2_41300891,SG2_41298741,SG2_41292439,SG2_41289285,SG2_41213614,SG2_41215227,SG2_41209887,SG2_41211257,SG2_41206686,SG2_40990277,SG2_40989191,SG2_40986281,SG2_40982667,SG2_40979951,SG2_40897210,SG2_40896173,SG2_40895076,SG2_40891496,SG2_40863459,SG2_40861207,SG2_40857470,SG2_40854333,SG2_40849499,SG2_40826864,SG2_40826449,SG2_40824975,SG2_40822779,SG2_40822147,SG2_40819583,SG2_40820022,SG2_40815202"
Nottieboy#1906,Master,128.0,51.0,"SG2_41401531,SG2_41396993,SG2_41392941,SG2_41391253,SG2_41385998,SG2_41323295,SG2_41318711,SG2_41144487,SG2_41137807,SG2_41135730,SG2_41130984,SG2_41132326,SG2_41119913,SG2_41076229,SG2_41072531,SG2_41071041,SG2_40913432,SG2_40905651,SG2_40903828,SG2_40902626,SG2_40902188,SG2_40898220,SG2_40858072,SG2_40854623,SG2_40852997,SG2_40849983,SG2_40849220,SG2_40845823,SG2_40845310,SG2_40843151,SG2_40837735,SG2_40807831,SG2_40808204,SG2_40802659,SG2_40804160,SG2_40799365,SG2_40736947,SG2_40734727,SG2_40734315,SG2_40730864"
Arykelic#Ary,Master,128.0,52.0,"SG2_41406079,SG2_41401531,SG2_41396993,SG2_41392941,SG2_41341891,SG2_41337718,SG2_41319959,SG2_41317188,SG2_41316305,SG2_41305136,SG2_41301748,SG2_41301112,SG2_41237698,SG2_41236498,SG2_41148937,SG2_41148304,SG2_41096559,SG2_40875362,SG2_40864266,SG2_40859454,SG2_40850844,SG2_40806969,SG2_40807395,SG2_38949922,SG2_38890457,SG2_38836129,SG2_38830133,SG2_38818123,SG2_38770108,SG2_38766673,SG2_38762983,SG2_38759748,SG2_38757563,SG2_38755291,SG2_38751378,SG2_38374347,SG2_38052882,SG2_38050988,SG2_37913811,SG2_37909900"
Bugatti Ben#417,Master,127.0,53.0,"SG2_41368996,SG2_41246305,SG2_41021670,SG2_40905651,SG2_40903962,SG2_40894835,SG2_40894543,SG2_40893053,SG2_40890401,SG2_40875114,SG2_40867758,SG2_40866184,SG2_40863459,SG2_40861207,SG2_40858412,SG2_40828532,SG2_40826241,SG2_40751916,SG2_40750102,SG2_40746317,SG2_40742927,SG2_40741335,SG2_40739406,SG2_40736800,SG2_40734315,SG2_40731773,SG2_40590539,SG2_40558313,SG2_40555711,SG2_40500507,SG2_40496669,SG2_40492895,SG2_40492112,SG2_40396690,SG2_40397242,SG2_40381891,SG2_40166945,SG2_40086840,SG2_40085692,SG2_39997504"
Kaii#0321,Master,126.0,54.0,"SG2_41344965,SG2_41302752,SG2_41300891,SG2_41239759,SG2_41186030,SG2_41181374,SG2_41180566,SG2_41126069,SG2_41124571,SG2_40994145,SG2_40872180,SG2_40871162,SG2_40866631,SG2_40808630,SG2_40741807,SG2_40723354,SG2_40700848,SG2_40699177,SG2_40684984,SG2_40687025,SG2_39662966,SG2_39664328,SG2_39662089,SG2_39622050,SG2_39574491,SG2_39574102,SG2_39564926,SG2_39566325,SG2_39550831,SG2_39549511,SG2_39549158,SG2_39486799,SG2_39486397,SG2_39489049,SG2_39466873,SG2_39458741,SG2_39458191,SG2_39452840,SG2_39453529,SG2_39454233"
Dantiz#SG9,Master,125.0,55.0,"SG2_41440492,SG2_41435998,SG2_41434732,SG2_41435102,SG2_41431814,SG2_41432079,SG2_41428635,SG2_41428268,SG2_41416237,SG2_41414038,SG2_41392941,SG2_41391253,SG2_41385998,SG2_41385269,SG2_41381519,SG2_41377881,SG2_41377207,SG2_41370622,SG2_41367710,SG2_41367094,SG2_41308333,SG2_41302752,SG2_41300891,SG2_41298741,SG2_41299144,SG2_41294787,SG2_41295088,SG2_41233418,SG2_41231739,SG2_41221787,SG2_41221477,SG2_41221160,SG2_41218574,SG2_41217535,SG2_41220212,SG2_41215937,SG2_41208231,SG2_41203380,SG2_41191233,SG2_41187201"
최수빈#0512,Master,123.0,56.0,"SG2_41435998,SG2_41434732,SG2_41435102,SG2_41431814,SG2_41404592,SG2_41401296,SG2_41381519,SG2_41377881,SG2_41377207,SG2_41375077,SG2_41370622,SG2_41341891,SG2_41340101,SG2_41323264,SG2_41317496,SG2_41266435,SG2_41259948,SG2_41257356,SG2_41253510,SG2_41252390,SG2_41248184,SG2_41244632,SG2_41141211,SG2_41113809,SG2_40913790,SG2_40913199,SG2_40903828,SG2_40902626,SG2_40901370,SG2_40899527,SG2_40867758,SG2_40866184,SG2_40863459,SG2_40861207,SG2_40858072,SG2_40854623,SG2_40852997,SG2_40850474,SG2_40849220,SG2_40845910"
FudgeNugget#SG2,Master,120.0,57.0,"SG2_41338400,SG2_41334426,SG2_41332091,SG2_41326334,SG2_41321129,SG2_41317188,SG2_41314247,SG2_41272924,SG2_41271279,SG2_41267310,SG2_41263607,SG2_41258630,SG2_41256131,SG2_41252390,SG2_41029249,SG2_41026170,SG2_41025106,SG2_41021670,SG2_41017998,SG2_41015910,SG2_41016336,SG2_40993286,SG2_40993025,SG2_40990277,SG2_40989191,SG2_40986281,SG2_40982667,SG2_40978551,SG2_40975835,SG2_40974296,SG2_40972435,SG2_40970059,SG2_40901370,SG2_40899527,SG2_40897294,SG2_40896173,SG2_40895076,SG2_40891496,SG2_40888941,SG2_40875362"
大魔王阿文#SG2,Master,120.0,58.0,"SG2_40660235,SG2_40656843,SG2_40658277,SG2_40655687,SG2_40653199,SG2_40649540,SG2_40643861,SG2_40643171,SG2_40637687,SG2_40631961,SG2_40630709,SG2_40629334,SG2_40627313,SG2_40624360,SG2_40624047,SG2_40621499,SG2_40622139,SG2_40620219,SG2_40615681,SG2_40613648,SG2_40614442,SG2_40613271,SG2_40609989,SG2_40609552,SG2_40610081,SG2_40599938,SG2_40594084,SG2_40588845,SG2_40588257,SG2_40586506,SG2_40584022,SG2_40578997,SG2_40576830,SG2_40578208,SG2_40575796,SG2_40572702,SG2_40564573,SG2_40562940,SG2_40552750,SG2_40551901"
sheep#yng,Master,113.0,59.0,"SG2_41438367,SG2_41434716,SG2_41431814,SG2_41418313,SG2_41417322,SG2_41416061,SG2_41412231,SG2_41409374,SG2_41406079,SG2_41398646,SG2_41396416,SG2_41389985,SG2_41388538,SG2_41385875,SG2_41383517,SG2_41379890,SG2_41381026,SG2_41377207,SG2_41375077,SG2_41373033,SG2_41368722,SG2_41367264,SG2_41362870,SG2_41363021,SG2_41347932,SG2_41349032,SG2_41344965,SG2_41343620,SG2_41340866,SG2_41338400,SG2_41334426,SG2_41329351,SG2_41326334,SG2_41323295,SG2_41317496,SG2_41316305,SG2_41313034,SG2_41308333,SG2_41305136,SG2_41301748"
zena#sg3,Master,113.0,60.0,"SG2_41402180,SG2_41323115,SG2_41317923,SG2_41318289,SG2_41216261,SG2_41210887,SG2_41096258,SG2_41064190,SG2_41045690,SG2_41043941,SG2_41030515,SG2_41027669,SG2_41023384,SG2_40863834,SG2_40654772,SG2_40654402,SG2_40648416,SG2_40608309,SG2_40453034,SG2_40444817,SG2_40303210,SG2_40299798,SG2_40302421,SG2_40300351,SG2_40280529,SG2_40026274,SG2_40026058,SG2_40021608,SG2_40021178,SG2_39740034,SG2_39658270,SG2_39650943,SG2_39649824,SG2_39639237,SG2_39638133,SG2_39629930,SG2_39620783,SG2_39621554,SG2_39622050,SG2_39614745"
Doctor Doggo#SG2,Master,112.0,61.0,"SG2_41096258,SG2_41064190,SG2_41045690,SG2_41043941,SG2_41030515,SG2_41027669,SG2_41023384,SG2_40648416,SG2_40608309,SG2_40444817,SG2_40303210,SG2_40299798,SG2_40302421,SG2_40300351,SG2_40280529,SG2_40026274,SG2_40026058,SG2_40021608,SG2_39740034,SG2_39639237,SG2_39638133,SG2_39629930,SG2_39620783,SG2_39621554,SG2_39614745,SG2_39305736,SG2_39309110,SG2_39305271,SG2_39250323,SG2_39117109,SG2_39106957,SG2_39110428,SG2_39110221,SG2_39110063,SG2_38767050,SG2_38277464,SG2_38275121,SG2_38270879,SG2_38271480,SG2_38271222"
aery#Janna,Master,110.0,62.0,"SG2_41038527,SG2_40760805,SG2_40742927,SG2_40741335,SG2_40700848,SG2_40504575,SG2_40500765,SG2_40372811,SG2_40373544,SG2_40372206,SG2_40364789,SG2_40330611,SG2_40328468,SG2_40327472,SG2_40331009,SG2_40168585,SG2_40166219,SG2_40163492,SG2_40156692,SG2_39938240,SG2_39896124,SG2_39894064,SG2_39891229,SG2_39886303,SG2_39881813,SG2_39879952,SG2_39879632,SG2_39861397,SG2_39856374,SG2_39854563,SG2_39851269,SG2_39796096,SG2_39785861,SG2_39789054,SG2_39784190,SG2_39781836,SG2_39780303,SG2_39773952,SG2_39774314,SG2_39736834"
Feinous#WCMMG,Master,106.0,63.0,"SG2_41420829,SG2_41421317,SG2_41416061,SG2_41410696,SG2_41409374,SG2_41407108,SG2_41402600,SG2_41398646,SG2_41396416,SG2_41392540,SG2_41352273,SG2_41351197,SG2_41300394,SG2_41287072,SG2_41269853,SG2_41267310,SG2_41263607,SG2_41258630,SG2_41256131,SG2_41252390,SG2_41248567,SG2_41237698,SG2_41236897,SG2_41236261,SG2_41232871,SG2_41230695,SG2_41230075,SG2_41217535,SG2_41220212,SG2_41180952,SG2_41179349,SG2_41175446,SG2_41171781,SG2_41154218,SG2_41151991,SG2_41146955,SG2_41147421,SG2_41144487,SG2_41101257,SG2_41096314"
nkzgypkd#2999,Master,105.0,64.0,"SG2_41441121,SG2_41376939,SG2_41376410,SG2_41373228,SG2_41329351,SG2_41326334,SG2_41312815,SG2_41310581,SG2_41306967,SG2_41308033,SG2_41302752,SG2_41304020,SG2_41298739,SG2_41299144,SG2_41295421,SG2_41268525,SG2_41266150,SG2_41258630,SG2_41256131,SG2_41248567,SG2_41191233,SG2_41187201,SG2_41183726,SG2_41182133,SG2_41180566,SG2_41174611,SG2_41171935,SG2_41109959,SG2_41091810,SG2_41089725,SG2_40969512,SG2_40964704,SG2_40962600,SG2_40960877,SG2_40960423,SG2_40958203,SG2_40955380,SG2_40948962,SG2_40901370,SG2_40901088"
Rachhh#0721,Master,104.0,65.0,"SG2_41438367,SG2_41434716,SG2_41431814,SG2_41418313,SG2_41417322,SG2_41416061,SG2_41412231,SG2_41409374,SG2_41406079,SG2_41398646,SG2_41396416,SG2_41389985,SG2_41388538,SG2_41385875,SG2_41383517,SG2_41382069,SG2_41230695,SG2_41230075,SG2_41224556,SG2_41221787,SG2_41201763,SG2_41198884,SG2_41194589,SG2_41186512,SG2_41184827,SG2_41182133,SG2_41178881,SG2_41180093,SG2_41173718,SG2_41173138,SG2_41169606,SG2_41166732,SG2_41168221,SG2_41144688,SG2_41137902,SG2_41140247,SG2_41136855,SG2_41134101,SG2_41127698,SG2_41121985"
BornThisWay#777,Master,102.0,66.0,"SG2_41437313,SG2_41436064,SG2_41431443,SG2_41430127,SG2_41428268,SG2_41406079,SG2_41259751,SG2_41256794,SG2_41253510,SG2_41227024,SG2_41224531,SG2_41224219,SG2_41209887,SG2_41206860,SG2_41204917,SG2_41199739,SG2_41196757,SG2_41192916,SG2_41190380,SG2_41185464,SG2_41145238,SG2_41144271,SG2_41140247,SG2_41089569,SG2_41088427,SG2_41040825,SG2_41035874,SG2_41035002,SG2_41028819,SG2_41028116,SG2_41023676,SG2_40987282,SG2_40608675,SG2_40607786,SG2_40606480,SG2_40603811,SG2_40600540,SG2_40538470,SG2_40536250,SG2_40532597"
NickArdnihc#Nick,Master,91.0,67.0,"SG2_41416102,SG2_41414038,SG2_41409794,SG2_41347492,SG2_41347171,SG2_41271279,SG2_41266435,SG2_41259751,SG2_41209975,SG2_41206860,SG2_41207100,SG2_41145238,SG2_41096258,SG2_41091810,SG2_41089484,SG2_41058942,SG2_41059359,SG2_41045224,SG2_41041979,SG2_41042173,SG2_41039191,SG2_40990128,SG2_40875062,SG2_40818804,SG2_40819125,SG2_40807779,SG2_40807004,SG2_40799126,SG2_40794176,SG2_40705849,SG2_40656843,SG2_40658277,SG2_40655687,SG2_40614385,SG2_40613145,SG2_40611655,SG2_40608513,SG2_40514246,SG2_40512063,SG2_40509151"
ehahae#1455,Master,85.0,68.0,"SG2_41416237,SG2_41400137,SG2_41396171,SG2_41390532,SG2_41386758,SG2_41378184,SG2_41373228,SG2_41368722,SG2_41367264,SG2_41347932,SG2_41334320,SG2_41318289,SG2_41270161,SG2_41256331,SG2_41251075,SG2_41246842,SG2_41246210,SG2_41241721,SG2_41210887,SG2_41210264,SG2_41206408,SG2_41204099,SG2_41198199,SG2_41194233,SG2_41152654,SG2_41152111,SG2_41126344,SG2_41123106,SG2_41095694,SG2_41042173,SG2_41032700,SG2_41028866,SG2_41026449,SG2_41021490,SG2_41019320,SG2_40953539,SG2_40953134,SG2_40948962,SG2_40928881,SG2_40913258"
这游戏不知道怎么玩#3333,Master,81.0,69.0,"SG2_41424567,SG2_41423510,SG2_41368722,SG2_41367264,SG2_41365321,SG2_41362652,SG2_41359389,SG2_41359013,SG2_41357085,SG2_41220853,SG2_41157753,SG2_41160427,SG2_41159178,SG2_41124608,SG2_41124157,SG2_41104597,SG2_41077131,SG2_41072531,SG2_41050552,SG2_41052219,SG2_41023676,SG2_41021670,SG2_41000366,SG2_40998372,SG2_40970159,SG2_40968213,SG2_40965375,SG2_40963581,SG2_40948898,SG2_40945945,SG2_40946262,SG2_40941453,SG2_40939633,SG2_40915465,SG2_40911819,SG2_40909235,SG2_40908104,SG2_40903374,SG2_40903033,SG2_40901088"
Poppy Bryan#KEKW,Master,78.0,70.0,"SG2_41033516,SG2_41030372,SG2_41026170,SG2_40694495,SG2_40692358,SG2_40688589,SG2_40677350,SG2_40674893,SG2_40658101,SG2_40652923,SG2_40650647,SG2_40648247,SG2_40646361,SG2_40642353,SG2_40637802,SG2_40479827,SG2_40461901,SG2_40463550,SG2_40454716,SG2_40454151,SG2_40448464,SG2_40436513,SG2_40432240,SG2_40388329,SG2_40373544,SG2_40372385,SG2_40370053,SG2_40364789,SG2_40353277,SG2_40350682,SG2_40347546,SG2_40346082,SG2_40340517,SG2_40330151,SG2_40316220,SG2_40225494,SG2_40228056,SG2_40220170,SG2_40214826,SG2_40205512"
Sukon#NUT,Master,77.0,71.0,"SG2_41427655,SG2_41412231,SG2_41409374,SG2_41370622,SG2_41367710,SG2_41367094,SG2_41347171,SG2_41343620,SG2_41338903,SG2_41334426,SG2_41332091,SG2_41325607,SG2_41323264,SG2_41296720,SG2_41271279,SG2_41259751,SG2_41256794,SG2_41230558,SG2_41230075,SG2_41228326,SG2_41206860,SG2_41198884,SG2_41165079,SG2_41163607,SG2_41148784,SG2_41148304,SG2_41116643,SG2_41114359,SG2_41109959,SG2_41109646,SG2_41107349,SG2_41090973,SG2_41090551,SG2_41089484,SG2_41086103,SG2_41077131,SG2_41073343,SG2_41054502,SG2_41043432,SG2_41040683"
applejoy#poop,Master,77.0,72.0,"SG2_41441121,SG2_41330066,SG2_41171935,SG2_41133167,SG2_41108559,SG2_41059124,SG2_40959260,SG2_40955483,SG2_40871069,SG2_40853605,SG2_40852803,SG2_40852399,SG2_40827294,SG2_40822736,SG2_40799533,SG2_40799037,SG2_40770020,SG2_40625727,SG2_40615681,SG2_40613648,SG2_40612859,SG2_40609499,SG2_40610081,SG2_40604969,SG2_40560494,SG2_40545646,SG2_40441436,SG2_40441108,SG2_40439441,SG2_40304437,SG2_40096478,SG2_40069202,SG2_40064819,SG2_40005957,SG2_40004490,SG2_39991049,SG2_39966109,SG2_39962316,SG2_39950004,SG2_39944673"
aura#drrl,Master,66.0,73.0,"SG2_41439424,SG2_41437313,SG2_41434732,SG2_41435102,SG2_41431443,SG2_41407691,SG2_41403959,SG2_41402600,SG2_41385875,SG2_41383517,SG2_41377881,SG2_41376684,SG2_41373656,SG2_41329351,SG2_41320422,SG2_41310581,SG2_41306967,SG2_41285551,SG2_41281835,SG2_41281602,SG2_41272924,SG2_41271279,SG2_41268525,SG2_41175915,SG2_41109882,SG2_41112497,SG2_41111004,SG2_40067440,SG2_40063010,SG2_40061411,SG2_40055214,SG2_39975084,SG2_39968476,SG2_39946716,SG2_39947469,SG2_39943722,SG2_39944470,SG2_39940564,SG2_39930888,SG2_39930671"
嘉莉公主#qtpie,Master,64.0,74.0,"SG2_41181176,SG2_41179349,SG2_41080476,SG2_40963995,SG2_40960810,SG2_40739307,SG2_40739167,SG2_40736455,SG2_40736093,SG2_40705016,SG2_40702096,SG2_40699177,SG2_40361337,SG2_40353917,SG2_40355470,SG2_40346305,SG2_35344354,SG2_35180023,SG2_34877230,SG2_34871007,SG2_34777554,SG2_34772332,SG2_34761908,SG2_34754826,SG2_34667713,SG2_34660819,SG2_34385418,SG2_33316543,SG2_31755021,SG2_31480292,SG2_31292857,SG2_28083949,SG2_21457252,SG2_20484519,SG2_20484251,SG2_13328951,SG2_13328637,SG2_12493236,SG2_12340489,SG2_12253966"
橘内人#JNR,Master,63.0,75.0,"SG2_41441121,SG2_41435998,SG2_41418313,SG2_41417322,SG2_41416237,SG2_41414107,SG2_41410621,SG2_41400137,SG2_41323115,SG2_41317923,SG2_41318289,SG2_41316216,SG2_41256794,SG2_41251075,SG2_41246842,SG2_41246210,SG2_41241721,SG2_41239759,SG2_41126344,SG2_41124608,SG2_41123106,SG2_41119544,SG2_41119189,SG2_41115888,SG2_41113050,SG2_41111723,SG2_41095694,SG2_41096314,SG2_41090973,SG2_41089686,SG2_41043991,SG2_41045224,SG2_41041979,SG2_41042243,SG2_41040491,SG2_41037206,SG2_41032700,SG2_41028866,SG2_40986627,SG2_40985373"
Orca#2841,Master,63.0,76.0,"SG2_41392941,SG2_41391253,SG2_41385998,SG2_41384694,SG2_41381519,SG2_41243628,SG2_41241498,SG2_41199739,SG2_41196757,SG2_41191233,SG2_41187201,SG2_41146161,SG2_41144487,SG2_41138677,SG2_41089569,SG2_41086399,SG2_41085156,SG2_41078586,SG2_41076671,SG2_41076009,SG2_41040825,SG2_41040433,SG2_41037206,SG2_40610105,SG2_40372580,SG2_40369382,SG2_40335441,SG2_40231986,SG2_40199473,SG2_40200068,SG2_40189926,SG2_40193258,SG2_40190230,SG2_39866182,SG2_39828052,SG2_39825230,SG2_39746830,SG2_39725853,SG2_39709185,SG2_39701824"
Ash#Ionia,Master,62.0,77.0,"SG2_41440492,SG2_41404592,SG2_41401296,SG2_41397324,SG2_41381226,SG2_41377207,SG2_41364511,SG2_41363141,SG2_41338903,SG2_41338400,SG2_41334426,SG2_41317188,SG2_41314247,SG2_41312238,SG2_41298422,SG2_41295421,SG2_41292942,SG2_41291272,SG2_41266656,SG2_41244072,SG2_41239680,SG2_41237821,SG2_41173718,SG2_41173138,SG2_41169606,SG2_41166938,SG2_41168221,SG2_41162854,SG2_41118816,SG2_41115888,SG2_41114516,SG2_41093168,SG2_41016943,SG2_41014650,SG2_41016033,SG2_41012417,SG2_41006973,SG2_41006528,SG2_40996568,SG2_40973184"
lihlo#schly,Master,62.0,78.0,"SG2_41441121,SG2_41437313,SG2_41064190,SG2_40981687,SG2_40852685,SG2_40852399,SG2_40848630,SG2_40825651,SG2_40823991,SG2_40816190,SG2_40809750,SG2_40811187,SG2_40808422,SG2_40804923,SG2_40802656,SG2_40802227,SG2_40799533,SG2_40799037,SG2_40795414,SG2_40793036,SG2_40767925,SG2_40767243,SG2_40762668,SG2_40764181,SG2_40745616,SG2_40742862,SG2_40741209,SG2_40740638,SG2_40738020,SG2_40733786,SG2_40695486,SG2_40690794,SG2_40687696,SG2_40684507,SG2_40682675,SG2_40677838,SG2_40673539,SG2_40671863,SG2_40668936,SG2_40668641"
Fengwee#2500,Master,57.0,79.0,"SG2_41342354,SG2_41334645,SG2_41273687,SG2_41269853,SG2_41268525,SG2_41266150,SG2_41258630,SG2_41256131,SG2_41248567,SG2_41191583,SG2_41187621,SG2_41180325,SG2_41173718,SG2_41176115,SG2_41172418,SG2_41172005,SG2_40897294,SG2_40681335,SG2_40677995,SG2_40679371,SG2_40585809,SG2_40586391,SG2_40584204,SG2_40581670,SG2_40581267,SG2_40461292,SG2_40412351,SG2_40409180,SG2_40371665,SG2_40370053,SG2_40364832,SG2_40325632,SG2_40322325,SG2_40319761,SG2_40319130,SG2_40311757,SG2_40308988,SG2_40304939,SG2_40305598,SG2_40303424"
CAMP TOP OR LOSE#YNGMI,Master,54.0,80.0,"SG2_41359389,SG2_41321821,SG2_41300394,SG2_41248567,SG2_41123106,SG2_41117819,SG2_41075930,SG2_41076229,SG2_41072376,SG2_41066660,SG2_41036392,SG2_41031424,SG2_40979265,SG2_40911412,SG2_40903962,SG2_40902626,SG2_40899527,SG2_40897294,SG2_40896173,SG2_40891893,SG2_40891652,SG2_40888941,SG2_40815202,SG2_40800576,SG2_40646134,SG2_40592524,SG2_40588948,SG2_40582816,SG2_40583324,SG2_40575796,SG2_40559428,SG2_40554908,SG2_40551901,SG2_40550247,SG2_40546051,SG2_40541468,SG2_40532900,SG2_40502074,SG2_40497136,SG2_40492242"
